K,runtime_s_mean,runtime_s_std,runtime_s_n,runtime_s_se,runtime_s_ci95_lo,runtime_s_ci95_hi,test_PR_AUC_mean,test_PR_AUC_std,test_PR_AUC_n,test_PR_AUC_se,test_PR_AUC_ci95_lo,test_PR_AUC_ci95_hi,test_ROC_AUC_mean,test_ROC_AUC_std,test_ROC_AUC_n,test_ROC_AUC_se,test_ROC_AUC_ci95_lo,test_ROC_AUC_ci95_hi,test_LogLoss_mean,test_LogLoss_std,test_LogLoss_n,test_LogLoss_se,test_LogLoss_ci95_lo,test_LogLoss_ci95_hi,test_Brier_mean,test_Brier_std,test_Brier_n,test_Brier_se,test_Brier_ci95_lo,test_Brier_ci95_hi,youden_test_Precision_mean,youden_test_Precision_std,youden_test_Precision_n,youden_test_Precision_se,youden_test_Precision_ci95_lo,youden_test_Precision_ci95_hi,youden_test_Sensitivity_mean,youden_test_Sensitivity_std,youden_test_Sensitivity_n,youden_test_Sensitivity_se,youden_test_Sensitivity_ci95_lo,youden_test_Sensitivity_ci95_hi,youden_test_Specificity_mean,youden_test_Specificity_std,youden_test_Specificity_n,youden_test_Specificity_se,youden_test_Specificity_ci95_lo,youden_test_Specificity_ci95_hi,youden_val_thr_mean,youden_val_thr_std,youden_val_thr_n,youden_val_thr_se,youden_val_thr_ci95_lo,youden_val_thr_ci95_hi,f1_test_Precision_mean,f1_test_Precision_std,f1_test_Precision_n,f1_test_Precision_se,f1_test_Precision_ci95_lo,f1_test_Precision_ci95_hi,f1_test_Sensitivity_mean,f1_test_Sensitivity_std,f1_test_Sensitivity_n,f1_test_Sensitivity_se,f1_test_Sensitivity_ci95_lo,f1_test_Sensitivity_ci95_hi,f1_test_Specificity_mean,f1_test_Specificity_std,f1_test_Specificity_n,f1_test_Specificity_se,f1_test_Specificity_ci95_lo,f1_test_Specificity_ci95_hi,f1_val_thr_mean,f1_val_thr_std,f1_val_thr_n,f1_val_thr_se,f1_val_thr_ci95_lo,f1_val_thr_ci95_hi
18,22.094234392642974,7.054427545915634,100,0.7054427545915634,20.69448292060858,23.49398586467737,0.8926896604966928,0.0291053221345523,100,0.00291053221345523,0.8869145331406166,0.8984647878527691,0.9358442196937772,0.020230943464983768,100,0.002023094346498377,0.9318299615967964,0.9398584777907579,0.19243098083181503,0.029002520229330236,100,0.0029002520229330234,0.18667625160403853,0.19818571005959154,0.04902895599579951,0.008679593936524871,100,0.0008679593936524871,0.04730673625362558,0.05075117573797344,0.8145543432402781,0.07210710512229639,100,0.007210710512229638,0.8002467292089297,0.8288619572716265,0.8395238095238095,0.04796292383025479,100,0.004796292383025479,0.8300069248726455,0.8490406941749734,0.95,0.02650186737204179,100,0.0026501867372041793,0.94474145455117,0.9552585454488299,0.18081596704130995,0.078461502595976,100,0.0078461502595976,0.16524750269152222,0.19638443139109768,0.8935264916942982,0.04802433094157361,100,0.004802433094157361,0.8839974225400116,0.9030555608485848,0.8045238095238095,0.05449356006534814,100,0.005449356006534814,0.7937111049604139,0.8153365140872052,0.9753392330383481,0.013202264876425254,100,0.0013202264876425254,0.9727196172616345,0.9779588488150618,0.3386368005997175,0.13111416459129632,100,0.013111416459129633,0.31262090580220336,0.36465269539723166
19,20.696617963314058,7.017783636201873,100,0.7017783636201873,19.304137437962304,22.08909848866581,0.8916561562411442,0.028596407112719508,100,0.0028596407112719507,0.8859820086663918,0.8973303038158967,0.9356591515662313,0.019408484585873097,100,0.0019408484585873096,0.9318080871542419,0.9395102159782206,0.1945047083972536,0.028742590324889745,100,0.0028742590324889747,0.18880155490173858,0.2002078618927686,0.049746323601959117,0.00862855871481423,100,0.000862855871481423,0.048034230354989806,0.05145841684892843,0.8216706672492493,0.0625600226704857,100,0.00625600226704857,0.8092574015018085,0.8340839329966901,0.8377380952380952,0.04355739055827693,100,0.004355739055827693,0.8290953639668348,0.8463808265093555,0.9531858407079646,0.021614590090527873,100,0.0021614590090527873,0.9488970371020429,0.9574746443138864,0.19481696362609222,0.0848847017750537,100,0.00848847017750537,0.1779739972068503,0.21165993004533412,0.8873479155691851,0.045976179101073315,100,0.0045976179101073315,0.8782252441750329,0.8964705869633374,0.8044047619047618,0.053380827088976235,100,0.005338082708897624,0.7938128477047969,0.8149966761047268,0.9738938053097346,0.01257384516062218,100,0.001257384516062218,0.9713988816383017,0.9763887289811675,0.34263505603855776,0.14379227516091989,100,0.014379227516091988,0.31410354905041016,0.37116656302670537
20,21.278287243843078,6.408260557852641,100,0.6408260557852641,20.006749320935693,22.549825166750463,0.8921763220454271,0.027539988056272904,100,0.0027539988056272903,0.8867117909306527,0.8976408531602015,0.9362712459615115,0.01884247870101488,100,0.0018842478701014882,0.9325324893966654,0.9400100025263575,0.19361334611683045,0.028392901570394223,100,0.0028392901570394222,0.18797957845676036,0.19924711377690055,0.04924718662123916,0.00824952034283477,100,0.0008249520342834771,0.04761030281056819,0.050884070431910136,0.8093370573175757,0.06866966568103616,100,0.006866966568103617,0.7957115058471672,0.8229626087879841,0.8419047619047619,0.04556287053306965,100,0.004556287053306965,0.8328640998972965,0.8509454239122274,0.9486430678466077,0.02400171187474469,100,0.0024001711874744687,0.9438806074897116,0.9534055282035038,0.17932776336463457,0.0771084849920611,100,0.007710848499206111,0.16402776706139513,0.19462775966787402,0.8853925026425216,0.043547688099843655,100,0.004354768809984365,0.8767516965495108,0.8940333087355323,0.8051190476190476,0.05186833760857221,100,0.005186833760857221,0.794827244145694,0.8154108510924013,0.9734218289085546,0.011987821147954476,100,0.0011987821147954477,0.9710431851151188,0.9758004727019903,0.34904585859368065,0.14756960845507866,100,0.014756960845507866,0.3197648467301269,0.3783268704572344
21,21.826166343688964,7.308521881752066,100,0.7308521881752066,20.375997042807693,23.276335644570235,0.8923536361533257,0.02795751072362943,100,0.002795751072362943,0.8868062594831273,0.8979010128235242,0.935547478578452,0.019044520393162283,100,0.0019044520393162283,0.9317686325585575,0.9393263245983465,0.1940167914829395,0.028119707261046022,100,0.0028119707261046022,0.18843723150083797,0.199596351465041,0.049584336451566055,0.00840609386319281,100,0.000840609386319281,0.047916385057568685,0.051252287845563425,0.8158411392933168,0.06776644893137779,100,0.006776644893137779,0.8023948056214713,0.8292874729651624,0.8404761904761905,0.04851254105054614,100,0.0048512541050546145,0.830850249844488,0.850102131107893,0.9506784660766963,0.023920956189745726,100,0.0023920956189745725,0.9459320293997113,0.9554249027536812,0.1833565284043601,0.0815610162041986,100,0.00815610162041986,0.16717305331026155,0.19954000349845863,0.8903847305488646,0.044412139180549565,100,0.004441213918054956,0.8815723986070384,0.8991970624906908,0.802142857142857,0.049902559718474765,100,0.0049902559718474765,0.792241106650762,0.8120446076349521,0.9748082595870207,0.011750292572764073,100,0.0011750292572764074,0.9724767466161228,0.9771397725579185,0.3621640298808702,0.1683643740500905,100,0.01683643740500905,0.3287568853775276,0.3955711743842128
22,22.598103954792023,7.173208968129822,100,0.7173208968129823,21.174783671608534,24.021424237975513,0.8915810268444367,0.02873357051115092,100,0.002873357051115092,0.8858796630756538,0.8972823906132197,0.935082525635623,0.019460905305562604,100,0.0019460905305562603,0.9312210598155715,0.9389439914556745,0.19687523405364019,0.02844766602827609,100,0.002844766602827609,0.19123059993700273,0.20251986817027764,0.0501707257676169,0.008520208039255463,100,0.0008520208039255463,0.04848013164536354,0.05186131988987026,0.8074764911042938,0.06934982941824398,100,0.006934982941824398,0.7937159803921632,0.8212370018164243,0.8395238095238095,0.04849719402365772,100,0.004849719402365772,0.8299009140751977,0.8491467049724212,0.9479646017699115,0.02434143382185897,100,0.002434143382185897,0.9431347332083864,0.9527944703314366,0.1714798900583955,0.07762645913196195,100,0.007762645913196195,0.1560771164482686,0.1868826636685224,0.8894835034791809,0.04041896875336564,100,0.004041896875336564,0.8814635031825739,0.8975035037757879,0.8016666666666667,0.0564558063285828,100,0.0056455806328582795,0.7904646098734014,0.8128687234599321,0.9747197640117995,0.011166032957708525,100,0.0011166032957708526,0.9725041808241337,0.9769353471994653,0.3559835133976093,0.15755505099913752,100,0.015755505099913754,0.3247211730975542,0.3872458536976644
23,23.793319635391235,6.770072567206612,100,0.6770072567206612,22.449990360259083,25.136648910523387,0.89226662331626,0.028806320040783442,100,0.002880632004078344,0.8865508244624855,0.8979824221700347,0.9365177693496278,0.020157499785907414,100,0.0020157499785907413,0.9325180840719481,0.9405174546273075,0.19405792207819578,0.02961895854038257,100,0.0029618958540382568,0.18818087811577955,0.199934966040612,0.04963485292103148,0.008809956172320808,100,0.0008809956172320807,0.047886766483046246,0.051382939359016715,0.8141446989595975,0.06996635792840847,100,0.006996635792840847,0.8002618556153664,0.8280275423038286,0.8372619047619048,0.048307167406795214,100,0.004830716740679522,0.8276767147167362,0.8468470948070733,0.9502654867256638,0.02440814464022877,100,0.002440814464022877,0.9454223812904723,0.9551085921608553,0.19002480584214268,0.09090255598883097,100,0.009090255598883098,0.1719877665885855,0.20806184509569986,0.8791746160124012,0.0471715882266017,100,0.00471715882266017,0.8698147495131535,0.8885344825116489,0.8063095238095238,0.05821935247482779,100,0.005821935247482779,0.79475754120043,0.8178615064186177,0.9716224188790561,0.013415319580234626,100,0.0013415319580234626,0.968960528426851,0.9742843093312612,0.32369634578542805,0.12244666543121427,100,0.012244666543121428,0.29940027086404347,0.34799242070681263
24,25.172077555656433,6.548863091147515,100,0.6548863091147515,23.87264103974908,26.471514071563785,0.8935044798886448,0.028859933797377793,100,0.0028859933797377793,0.8877780429024029,0.8992309168748867,0.9372095799971906,0.0193807295992456,100,0.00193807295992456,0.9333640227766969,0.9410551372176842,0.19344351379208452,0.028573813564080872,100,0.002857381356408087,0.1877738492675526,0.19911317831661643,0.04947907392078973,0.008653904486504169,100,0.0008653904486504169,0.0477619515228366,0.05119619631874286,0.8002613514222692,0.07840103604068117,100,0.007840103604068118,0.7847048849488835,0.8158178178956549,0.8438095238095238,0.04907817407536601,100,0.004907817407536601,0.8340713493141988,0.8535476983048488,0.9445427728613569,0.029256177995760878,100,0.0029256177995760878,0.938737712429575,0.9503478332931388,0.17690862639283114,0.08047551420146969,100,0.00804755142014697,0.16094053844621217,0.1928767143394501,0.8898996404106048,0.041075904806034354,100,0.004107590480603435,0.8817492897488164,0.8980499910723931,0.8038095238095238,0.057092730940519844,100,0.005709273094051984,0.7924810873550696,0.8151379602639779,0.9746607669616519,0.01129003160108589,100,0.001129003160108589,0.9724205797529698,0.9769009541703341,0.3535247818696265,0.15935562661676062,100,0.01593556266167606,0.32190516830326127,0.3851443954359917
25,22.948694317340852,6.8950072613917115,100,0.6895007261391711,21.580575288404365,24.31681334627734,0.8920549322280078,0.02828284266876353,100,0.002828284266876353,0.8864430026417666,0.897666861814249,0.9359276232616941,0.019066580807728738,100,0.0019066580807728737,0.9321443999769453,0.9397108465464429,0.1960546656197959,0.02763541995360768,100,0.002763541995360768,0.19057119874618011,0.20153813249341168,0.05019189892141001,0.00835621299085123,100,0.0008356212990851229,0.048533844974658645,0.051849952868161374,0.8056461025806084,0.0780205948669186,100,0.0078020594866918605,0.7901651238898288,0.821127081271388,0.8405952380952381,0.04877431595410681,100,0.0048774315954106815,0.830917355643421,0.8502731205470552,0.9464896755162242,0.028792907460483134,100,0.0028792907460483135,0.9407765380093692,0.9522028130230792,0.17448848674675563,0.08019987453333328,100,0.008019987453333328,0.15857509169034126,0.19040188180317,0.8830652017442372,0.0478832780045288,100,0.00478832780045288,0.8735641205528261,0.8925662829356483,0.8007142857142857,0.053950744124943925,100,0.0053950744124943925,0.7900092876099442,0.8114192838186273,0.9727433628318585,0.013741182382757237,100,0.0013741182382757237,0.9700168141299877,0.9754699115337292,0.33828188164622114,0.14005387973738648,100,0.014005387973738648,0.3104921534151844,0.3660716098772579
26,24.520321824550628,7.004050124681831,100,0.7004050124681831,23.13056632583516,25.910077323266094,0.8918898832774902,0.028966495795466812,100,0.0028966495795466813,0.886142302078948,0.8976374644760324,0.9368545441775531,0.02026061602157057,100,0.002026061602157057,0.9328343984015948,0.9408746899535114,0.19554685053867535,0.028245433128190084,100,0.002824543312819008,0.18994234381688982,0.20115135726046088,0.05004954857094097,0.008504599137115298,100,0.0008504599137115299,0.04836205159350983,0.05173704554837211,0.8137613862917972,0.07249993492388689,100,0.0072499934923886886,0.7993758263053083,0.828146946278286,0.8354761904761905,0.046811943184313094,100,0.00468119431843131,0.826187685355889,0.8447646955964919,0.9499115044247788,0.0263842162932903,100,0.00263842162932903,0.9446763035024319,0.9551467053471256,0.19068088889236093,0.09154134894832762,100,0.009154134894832761,0.17251709925692502,0.20884467852779684,0.8854736923521326,0.04820823043301576,100,0.004820823043301576,0.8759081335490152,0.89503925115525,0.8030952380952381,0.05063274930092715,100,0.005063274930092715,0.7930486021484056,0.8131418740420706,0.9733923303834808,0.013218632399024337,100,0.0013218632399024338,0.9707694669351875,0.9760151938317742,0.3534953878045118,0.13922668217739878,100,0.013922668217739877,0.3258697935155589,0.3811209820934647
27,23.202183470726013,6.70741910064216,100,0.670741910064216,21.87128600263714,24.533080938814884,0.8920862580363621,0.028203714237792846,100,0.0028203714237792846,0.8864900292475293,0.8976824868251949,0.935547478578452,0.019898831738139937,100,0.0019898831738139936,0.9315991186532937,0.9394958385036103,0.1960515643307059,0.028309370899721388,100,0.0028309370899721386,0.19043437096790844,0.20166875769350334,0.05000683552200399,0.008273748906935588,100,0.0008273748906935588,0.04836514423857287,0.05164852680543511,0.8051193238094045,0.07133002288585855,100,0.007133002288585854,0.7909658997526878,0.8192727478661213,0.8398809523809524,0.04604091937256485,100,0.0046040919372564845,0.8307454351123857,0.849016469649519,0.9471091445427728,0.025195720407220765,100,0.0025195720407220766,0.9421097669888289,0.9521085220967168,0.181189147207712,0.07856728462237747,100,0.007856728462237747,0.16559969340892838,0.19677860100649563,0.881187042098669,0.045941943494813245,100,0.004594194349481324,0.8720711637915457,0.8903029204057924,0.808452380952381,0.051130035798042796,100,0.00511300357980428,0.7983070725758113,0.8185976893289507,0.9720943952802359,0.012782144097741003,100,0.0012782144097741002,0.9695581405806001,0.9746306499798717,0.32792885571564795,0.13872258767716789,100,0.013872258767716788,0.300403284711951,0.3554544267193449
28,23.950718414783477,6.850508652218225,100,0.6850508652218225,22.591428875311394,25.31000795425556,0.894641514071393,0.02774179399050825,100,0.002774179399050825,0.8891369402810546,0.9001460878617314,0.93814931872454,0.019548100423374824,100,0.0019548100423374824,0.9342705515014026,0.9420280859476774,0.19570569936977975,0.030362624705637817,100,0.0030362624705637816,0.18968109590622143,0.20173030283333807,0.05008259744957524,0.009075516425795524,100,0.0009075516425795524,0.04828181809592879,0.051883376803221685,0.8136776440639609,0.06700782267537346,100,0.006700782267537346,0.8003818382998237,0.8269734498280982,0.8402380952380952,0.051244280817009304,100,0.00512442808170093,0.8300701181711988,0.8504060723049917,0.9498525073746313,0.024016007886947164,100,0.0024016007886947166,0.94508721037876,0.9546178043705027,0.18991489498048306,0.09401228656041002,100,0.009401228656041002,0.1712608177154265,0.2085689722455396,0.8777700729219318,0.04368999956848204,100,0.004368999956848204,0.8691010291460732,0.8864391166977903,0.8063095238095238,0.05403651463586946,100,0.005403651463586946,0.7955875069750098,0.8170315406440378,0.9713569321533924,0.012503184149248163,100,0.0012503184149248163,0.9688760291596179,0.9738378351471668,0.32664135469721245,0.14045271491858477,100,0.014045271491858477,0.2987724889134334,0.3545102204809915
29,24.182165784835817,5.72248329541428,100,0.572248329541428,23.046700948842705,25.31763062082893,0.892382283007635,0.028808879774900476,100,0.0028808879774900476,0.8866659762470778,0.8980985897681922,0.9359411434190196,0.02070909857739877,100,0.002070909857739877,0.9318320089740847,0.9400502778639545,0.19776788874889384,0.027712730747082533,100,0.0027712730747082534,0.19226908173658272,0.20326669576120496,0.05071503993678889,0.008275399315551752,100,0.0008275399315551752,0.04907302117648245,0.05235705869709534,0.7925118454546562,0.07520383840899433,100,0.007520383840899434,0.7775897723551071,0.8074339185542054,0.845952380952381,0.04734226922715229,100,0.004734226922715229,0.8365586476396727,0.8553461142650893,0.9421533923303835,0.027585840973315096,100,0.0027585840973315097,0.9366797630020817,0.9476270216586854,0.16302536342596813,0.07666630965978521,100,0.007666630965978522,0.1478131043017162,0.17823762255022005,0.88361884824301,0.04579358025653486,100,0.004579358025653487,0.874532408421125,0.8927052880648949,0.7985714285714286,0.05707266813252766,100,0.005707266813252766,0.7872469730133459,0.8098958841295113,0.9730383480825958,0.012827448111145003,100,0.0012827448111145004,0.9704931040838229,0.9755835920813687,0.35485763904943946,0.1604072552208376,100,0.01604072552208376,0.32302935955277595,0.38668591854610296
30,24.664240040779113,5.865965986475866,100,0.5865965986475866,23.50030512599964,25.828174955558588,0.8932985110801929,0.026428633171803627,100,0.0026428633171803628,0.8880544968855176,0.8985425252748681,0.936310226155359,0.01894812029098472,100,0.0018948120290984722,0.9325505080071519,0.940069944303566,0.19572283167144375,0.02816632994940559,100,0.002816632994940559,0.19013402073648508,0.2013116426064024,0.05023697233598858,0.008423714939846871,100,0.0008423714939846871,0.04856552453809099,0.05190842013388618,0.8097277366963769,0.06605801368090475,100,0.0066058013680904745,0.796620393642999,0.8228350797497548,0.8370238095238095,0.04614403257591366,100,0.004614403257591366,0.8278678323586411,0.8461797866889779,0.9491150442477876,0.022831661302832654,100,0.0022831661302832656,0.9445847473087916,0.9536453411867836,0.18690126948652847,0.1028900203068025,100,0.01028900203068025,0.16648565724234565,0.20731688173071128,0.8863632529919037,0.048485198171461026,100,0.0048485198171461024,0.8767427377806197,0.8959837682031876,0.7975,0.052139211075663265,100,0.005213921107566326,0.7871544493541327,0.8078455506458673,0.9737758112094396,0.013277778986705206,100,0.0013277778986705206,0.9711412117949557,0.9764104106239234,0.3539679684288613,0.15540230909620528,100,0.015540230909620529,0.32313277882642505,0.38480315803129755
31,24.7445334482193,6.32224151960962,100,0.632224151960962,23.490063568696012,25.99900332774259,0.8916765128151181,0.027728804546511766,100,0.0027728804546511767,0.8861745164122765,0.8971785092179596,0.9359132251720748,0.01994291642925386,100,0.001994291642925386,0.9319561178877751,0.9398703324563744,0.19640794269210857,0.02809345106544401,100,0.002809345106544401,0.19083359250884682,0.2019822928753703,0.05042728747154761,0.008423763433399565,100,0.0008423763433399565,0.048755830051477086,0.05209874489161813,0.8133107057622613,0.06915366490017112,100,0.006915366490017112,0.7995891183463366,0.8270322931781859,0.8365476190476191,0.04785460617046179,100,0.004785460617046179,0.8270522269701269,0.8460430111251113,0.95,0.0244777439714397,100,0.00244777439714397,0.9451430845475277,0.9548569154524722,0.18545056995798817,0.08112405647062307,100,0.008112405647062306,0.16935379715494175,0.2015473427610346,0.8849135798998445,0.04069205429630113,100,0.004069205429630113,0.876839393506885,0.8929877662928041,0.7980952380952381,0.05464414215354249,100,0.005464414215354249,0.7872526547786424,0.8089378214118338,0.9735693215339234,0.01184342673435504,100,0.0011843426734355039,0.9712193287248055,0.9759193143430412,0.335387918574637,0.14595396228037716,100,0.014595396228037716,0.3064274859638441,0.3643483511854299
32,26.544688534736633,7.112503894139521,100,0.7112503894139521,25.13341345523903,27.955963614234236,0.8912172476093656,0.02849095940918111,100,0.002849095940918111,0.8855640231466998,0.8968704720720314,0.9351313386711617,0.01960110316271859,100,0.001960110316271859,0.9312420545546357,0.9390206227876877,0.1984265992255401,0.027601201775742934,100,0.0027601201775742934,0.19294992198078148,0.2039032764702987,0.05075870161227275,0.008466440775294883,100,0.0008466440775294883,0.049078776081678495,0.052438627142867004,0.811885918521783,0.06617064386631737,100,0.006617064386631737,0.7987562271960895,0.8250156098474766,0.835952380952381,0.04560997498755132,100,0.0045609974987551325,0.8269023723992078,0.8450023895055542,0.9499410029498524,0.022076486458059996,100,0.0022076486458059994,0.9455605490836974,0.9543214568160074,0.1911813782355343,0.08241711732552179,100,0.00824171173255218,0.1748280341057156,0.207534722365353,0.8839397002361344,0.04707193153932933,100,0.0047071931539329325,0.8745996077857092,0.8932797926865597,0.7991666666666667,0.055598185046311505,100,0.0055598185046311505,0.7881347805420337,0.8101985527912997,0.9731563421828909,0.012796439035065884,100,0.0012796439035065884,0.9706172510575589,0.975695433308223,0.34724810363107783,0.14728713371150667,100,0.014728713371150667,0.3180231408849832,0.3764730663771725
33,26.450826044082643,6.673877974546002,100,0.6673877974546002,25.1265838630913,27.775068225073984,0.8926931358205873,0.028610660804570993,100,0.002861066080457099,0.8870161600041354,0.8983701116370392,0.93612269981739,0.018868753641250208,100,0.0018868753641250208,0.9323787297343624,0.9398666699004177,0.19681400515768058,0.02830556675694176,100,0.002830556675694176,0.1911975666193421,0.20243044369601906,0.050302293140158716,0.008558834023541921,100,0.0008558834023541922,0.04860403478462607,0.05200055149569136,0.8207534871014625,0.057668054813608136,100,0.005766805481360814,0.8093108939088448,0.8321960802940801,0.8377380952380952,0.0477587836717622,100,0.00477587836717622,0.8282617164232292,0.8472144740529611,0.9531268436578171,0.019079928464958124,100,0.0019079928464958123,0.9493409719082945,0.9569127154073397,0.19023906039793317,0.0835371983191402,100,0.00835371983191402,0.17366346789864573,0.20681465289722062,0.8852645782454244,0.043769397015715986,100,0.004376939701571598,0.8765797802934944,0.8939493761973544,0.8005952380952381,0.054760728389397564,100,0.0054760728389397564,0.7897295215400919,0.8114609546503844,0.9734808259587021,0.012348982992184754,100,0.0012348982992184754,0.9710305198199076,0.9759311320974966,0.3600809273117542,0.15967116176018545,100,0.015967116176018543,0.3283987047273485,0.39176314989615985
34,27.676603925228118,6.59743712628249,100,0.6597437126282489,26.36752926692859,28.985678583527648,0.8920406369856476,0.02875736042587375,100,0.002875736042587375,0.8863345527816577,0.8977467211896375,0.935575221238938,0.019649033195369123,100,0.001964903319536912,0.9316764267640845,0.9394740157137915,0.1969020869726195,0.02935438339854834,100,0.0029354383398548342,0.19107754045834283,0.20272663348689615,0.05017298438526489,0.008899048266797284,100,0.0008899048266797283,0.048407220142868405,0.05193874862766138,0.8118314389021951,0.0593805620338249,100,0.00593805620338249,0.8000490471239707,0.8236138306804195,0.8388095238095238,0.04573034129627328,100,0.004573034129627328,0.829735631969334,0.8478834156497136,0.950117994100295,0.02015174330283357,100,0.002015174330283357,0.946119451033745,0.954116537166845,0.18380439131220289,0.07752213771514484,100,0.007752213771514483,0.16842231733444218,0.1991864652899636,0.8872464144026752,0.05405934676053712,100,0.005405934676053712,0.8765198671792805,0.8979729616260698,0.797142857142857,0.05061861073478748,100,0.005061861073478748,0.7870990265942851,0.807186687691429,0.9737758112094396,0.015546494180691104,100,0.0015546494180691103,0.9706910494803329,0.9768605729385462,0.36338644367023215,0.1478996873821505,100,0.01478996873821505,0.3340399369864327,0.3927329503540316
35,32.90525450944901,8.026381516745737,100,0.8026381516745736,31.31264628290633,34.49786273599169,0.8925472238435148,0.027176193911232348,100,0.0027176193911232346,0.8871548773796881,0.8979395703073415,0.9358761764292738,0.019158250721829174,100,0.0019158250721829175,0.9320747638447742,0.9396775890137734,0.19588948125462818,0.025987548392306083,100,0.002598754839230608,0.19073298784960957,0.2010459746596468,0.05014687080227941,0.008054213500272665,100,0.0008054213500272665,0.04854874010638569,0.051745001498173133,0.8125736075915603,0.06752247035054335,100,0.006752247035054335,0.7991756845633063,0.8259715306198142,0.8361904761904762,0.04810121451207196,100,0.004810121451207195,0.8266461516678014,0.8457348007131509,0.9497935103244838,0.024737081866695137,100,0.002473708186669514,0.9448851366072161,0.9547018840417515,0.18057821667392623,0.0752569638890813,100,0.007525696388908131,0.16564560232656203,0.19551083102129044,0.8861181674397491,0.045471550128504123,100,0.004547155012850412,0.8770956253817602,0.895140709497738,0.8004761904761906,0.054255031285576606,100,0.005425503128557661,0.7897108151976213,0.8112415657547598,0.9736873156342183,0.012512916674953838,100,0.001251291667495384,0.9712044814961951,0.9761701497722415,0.34112582607852554,0.14104036094885392,100,0.014104036094885392,0.3131403585732673,0.3691112935837838
