K,runtime_s_mean,runtime_s_std,runtime_s_n,runtime_s_se,runtime_s_ci95_lo,runtime_s_ci95_hi,test_PR_AUC_mean,test_PR_AUC_std,test_PR_AUC_n,test_PR_AUC_se,test_PR_AUC_ci95_lo,test_PR_AUC_ci95_hi,test_ROC_AUC_mean,test_ROC_AUC_std,test_ROC_AUC_n,test_ROC_AUC_se,test_ROC_AUC_ci95_lo,test_ROC_AUC_ci95_hi,test_LogLoss_mean,test_LogLoss_std,test_LogLoss_n,test_LogLoss_se,test_LogLoss_ci95_lo,test_LogLoss_ci95_hi,test_Brier_mean,test_Brier_std,test_Brier_n,test_Brier_se,test_Brier_ci95_lo,test_Brier_ci95_hi,youden_test_Precision_mean,youden_test_Precision_std,youden_test_Precision_n,youden_test_Precision_se,youden_test_Precision_ci95_lo,youden_test_Precision_ci95_hi,youden_test_Sensitivity_mean,youden_test_Sensitivity_std,youden_test_Sensitivity_n,youden_test_Sensitivity_se,youden_test_Sensitivity_ci95_lo,youden_test_Sensitivity_ci95_hi,youden_test_Specificity_mean,youden_test_Specificity_std,youden_test_Specificity_n,youden_test_Specificity_se,youden_test_Specificity_ci95_lo,youden_test_Specificity_ci95_hi,youden_val_thr_mean,youden_val_thr_std,youden_val_thr_n,youden_val_thr_se,youden_val_thr_ci95_lo,youden_val_thr_ci95_hi,f1_test_Precision_mean,f1_test_Precision_std,f1_test_Precision_n,f1_test_Precision_se,f1_test_Precision_ci95_lo,f1_test_Precision_ci95_hi,f1_test_Sensitivity_mean,f1_test_Sensitivity_std,f1_test_Sensitivity_n,f1_test_Sensitivity_se,f1_test_Sensitivity_ci95_lo,f1_test_Sensitivity_ci95_hi,f1_test_Specificity_mean,f1_test_Specificity_std,f1_test_Specificity_n,f1_test_Specificity_se,f1_test_Specificity_ci95_lo,f1_test_Specificity_ci95_hi,f1_val_thr_mean,f1_val_thr_std,f1_val_thr_n,f1_val_thr_se,f1_val_thr_ci95_lo,f1_val_thr_ci95_hi
36,33.11203231811523,7.484389915179285,100,0.7484389915179286,31.626966983917118,34.59709765231335,0.8929784720395646,0.027309016891029256,100,0.0027309016891029258,0.8875597706149306,0.8983971734641986,0.9364784379828628,0.018392682657808565,100,0.0018392682657808565,0.9328289307113855,0.9401279452543401,0.19564878291939722,0.02650584040058658,100,0.002650584040058658,0.19038944913550843,0.200908116703286,0.049970565748174885,0.007982782315112623,100,0.0007982782315112622,0.04838660854912781,0.05155452294722196,0.8081157342669277,0.07439503365692281,100,0.00743950336569228,0.7933541455773369,0.8228773229565186,0.8392857142857143,0.048171994052739815,100,0.004817199405273981,0.8297273455665977,0.8488440830048309,0.9477581120943952,0.026798433836398888,100,0.002679843383639889,0.9424407214249803,0.9530755027638101,0.18687173128732767,0.08238672474660366,100,0.008238672474660366,0.17052441770453816,0.2032190448701172,0.8817534816900101,0.04444175850998076,100,0.004444175850998076,0.8729352726306288,0.8905716907493915,0.8060714285714287,0.051609358144135614,100,0.005160935814413561,0.7958310122424198,0.8163118449004375,0.9723893805309735,0.012623692219601277,100,0.0012623692219601277,0.9698845661215992,0.9748941949403477,0.34128992520085516,0.13598149120348313,100,0.013598149120348313,0.3143082472060601,0.3682716031956502
37,37.051563744544985,8.461066678601052,100,0.8461066678601051,35.37270455132666,38.73042293776331,0.8924349937975964,0.026513242572914552,100,0.002651324257291455,0.8871741912621264,0.8976957963330664,0.9359695884253406,0.01877845681663131,100,0.001877845681663131,0.9322435351913213,0.9396956416593599,0.19601562160929192,0.027167705986843493,100,0.0027167705986843494,0.19062495933381085,0.201406283884773,0.050095919914127866,0.008264453547448642,100,0.0008264453547448642,0.048456073031683256,0.05173576679657248,0.8077242446000008,0.0686217938764151,100,0.0068621793876415095,0.7941081919342157,0.821340297265786,0.8411904761904762,0.047715750775094865,100,0.004771575077509487,0.8317226360359146,0.8506583163450377,0.9478466076696165,0.024959576154504507,100,0.0024959576154504506,0.9428940862585985,0.9527991290806345,0.18727884489069532,0.08449335915250328,100,0.008449335915250327,0.17051352933800767,0.20404416044338297,0.8749580735831757,0.04880015921344676,100,0.0048800159213446765,0.8652750632680319,0.8846410838983194,0.807142857142857,0.053320318964584085,100,0.0053320318964584085,0.7965629490675048,0.8177227652182093,0.9704424778761062,0.014031459142464939,100,0.0014031459142464938,0.9676583319675091,0.9732266237847033,0.32740651287335304,0.14256965764123894,100,0.014256965764123894,0.2991175997259912,0.35569542602071486
38,38.56027608394623,7.309781330114103,100,0.7309781330114103,37.109856881186,40.01069528670646,0.8933338103007449,0.02726758745181596,100,0.002726758745181596,0.8879233293756691,0.8987442912258207,0.9374009692372525,0.018320545738429624,100,0.0018320545738429624,0.9337657754956018,0.9410361629789031,0.19635256256291922,0.027679873040160972,100,0.0027679873040160974,0.1908602752325145,0.20184484989332394,0.05029322172726039,0.008263588521212872,100,0.0008263588521212872,0.04865354648478784,0.05193289696973294,0.8035539977734656,0.07151034451100202,100,0.007151034451100202,0.7893647939942141,0.8177432015527171,0.8414285714285714,0.04661274382648592,100,0.004661274382648592,0.8321795917825245,0.8506775510746183,0.9463421828908554,0.026273098077210844,100,0.0026273098077210844,0.941129030233306,0.9515553355484048,0.18478481242054293,0.09276356537016399,100,0.0092763565370164,0.16637850853083552,0.20319111631025033,0.8855049208250029,0.047071098518718074,100,0.004707109851871808,0.8761649936639394,0.8948448479860663,0.8036904761904762,0.0499803839301048,100,0.00499803839301048,0.793773283686385,0.8136076686945674,0.9733923303834808,0.013337783606141919,100,0.0013337783606141918,0.970745824750691,0.9760388360162706,0.361543687187497,0.14212364672918376,100,0.014212364672918375,0.33334327228136446,0.3897441020936296
39,40.33704250335693,8.61027305196397,100,0.861027305196397,38.62857752860747,42.045507478106394,0.8926526029921049,0.027179414255840105,100,0.0027179414255840105,0.8872596175420422,0.8980455884421676,0.936779042000281,0.018328208262577392,100,0.0018328208262577393,0.9331423278475998,0.9404157561529621,0.19678194446624775,0.027029575170516493,100,0.0027029575170516495,0.19141869034149595,0.20214519859099955,0.050256451172121054,0.008220197302155317,100,0.0008220197302155317,0.048625385688888904,0.051887516655353204,0.8126414697656762,0.07192840351920202,100,0.007192840351920202,0.7983693140093413,0.8269136255220111,0.8351190476190475,0.047780360488793285,100,0.004778036048879329,0.8256383874955702,0.8445997077425249,0.9495870206489676,0.02542436574323241,100,0.0025424365743232412,0.9445422748998621,0.9546317663980731,0.1904717722345463,0.08572990729724585,100,0.008572990729724585,0.17346109870283358,0.20748244576625904,0.8872739931225613,0.044404056637753986,100,0.004440405663775399,0.8784632649325778,0.8960847213125448,0.7995238095238095,0.05654448612875199,100,0.0056544486128752,0.7883041567342682,0.8107434623133508,0.9740117994100295,0.012163962594781882,100,0.0012163962594781883,0.9715982053321265,0.9764253934879324,0.3473337924444093,0.14916852271096295,100,0.014916852271096296,0.3177355213037897,0.37693206358502895
40,43.586143119335176,9.483279040159115,100,0.9483279040159115,41.70445481652439,45.46783142214596,0.8917293362137076,0.028725411754953946,100,0.0028725411754953944,0.8860295913191597,0.8974290811082556,0.9354969096783257,0.019994183873362957,100,0.0019994183873362956,0.9315296298208594,0.9394641895357919,0.19567161553644075,0.029123215155777853,100,0.002912321515577785,0.18989293781676145,0.20145029325612004,0.049939218056252364,0.008656064799683052,100,0.0008656064799683052,0.048221667005296204,0.051656769107208525,0.8109088250369872,0.07359278006390528,100,0.007359278006390528,0.79630642086527,0.8255112292087045,0.8385714285714286,0.046256356027942855,100,0.004625635602794285,0.8293931639965025,0.8477496931463547,0.9489085545722713,0.02612274164895702,100,0.002612274164895702,0.943725235892094,0.9540918732524486,0.1877962642297595,0.09685889258421615,100,0.009685889258421615,0.16857735857201056,0.20701516988750845,0.8866196476255601,0.044082225607521314,100,0.004408222560752131,0.8778727776941501,0.8953665175569702,0.8019047619047619,0.0559796224863846,100,0.00559796224863846,0.7907971903166726,0.8130123334928512,0.9738053097345133,0.01211026421842127,100,0.001211026421842127,0.9714023705794751,0.9762082488895515,0.3379314663767334,0.1234966726724695,100,0.01234966726724695,0.3134270472386101,0.36243588551485667
41,43.536175410747525,9.38185890183652,100,0.938185890183652,41.67461106370593,45.39773975778912,0.8902196809139079,0.02996987827104456,100,0.002996987827104456,0.884273006863669,0.8961663549641468,0.933964391066161,0.020348151677942974,100,0.0020348151677942973,0.9299268763168784,0.9380019058154436,0.19907467987765526,0.030076681861854845,100,0.0030076681861854844,0.19310681367787885,0.20504254607743166,0.05094400039879678,0.00908944659817505,100,0.0009089446598175051,0.04914045699673293,0.05274754380086062,0.7994835576555556,0.07974999784001276,100,0.007974999784001275,0.7836594278952422,0.8153076874158689,0.8375,0.053811391378540054,100,0.005381139137854005,0.826822652503825,0.848177347496175,0.944424778761062,0.030306041444712824,100,0.0030306041444712823,0.9384114026440541,0.9504381548780699,0.184166354803936,0.09968916854594775,100,0.009968916854594775,0.1643858609920935,0.2039468486157785,0.8862813136946721,0.045885853885780856,100,0.004588585388578086,0.8771765647828538,0.8953860626064905,0.7992857142857143,0.054699129588221596,100,0.005469912958822159,0.7884322202691171,0.8101392083023115,0.973834808259587,0.012428161687714828,100,0.0012428161687714828,0.9713687913498049,0.9763008251693691,0.34122321535143835,0.14472677226087396,100,0.014472677226087397,0.31250628386459706,0.36994014683827964
42,44.16016949176788,8.737215866028404,100,0.8737215866028404,42.426516308663544,45.89382267487222,0.8907297282155406,0.028871013274880578,100,0.002887101327488058,0.8850010928205911,0.8964583636104901,0.9352380952380952,0.01966920665384807,100,0.001966920665384807,0.931335297911413,0.9391408925647774,0.1973600312192715,0.029353459573554837,100,0.0029353459573554837,0.1915356680119161,0.20318439442662692,0.05050963021580023,0.00890464032602105,100,0.000890464032602105,0.048742756387533136,0.05227650404406733,0.8118606212251906,0.07928789284966216,100,0.007928789284966216,0.7961281831204039,0.8275930593299774,0.8365476190476191,0.04520881435104632,100,0.004520881435104632,0.8275772094679722,0.845518028627266,0.9489675516224189,0.028800477087562507,100,0.002880047708756251,0.9432529121373271,0.9546821911075106,0.19203123307483022,0.08949893302489816,100,0.008949893302489815,0.1742727030691402,0.20978976308052025,0.8842187552544847,0.05098009045071154,100,0.005098009045071154,0.8741031992879136,0.8943343112210558,0.7982142857142857,0.06011907738392151,100,0.006011907738392152,0.7862853564683944,0.8101432149601769,0.9729498525073746,0.014469836058085588,100,0.001446983605808559,0.9700787231080616,0.9758209819066876,0.34289664846340556,0.1543982625825401,100,0.01543982625825401,0.31226068347222885,0.3735326134545823
43,45.69304671764374,9.990194184611816,100,0.9990194184611816,43.71077545256906,47.67531798271842,0.8914199777272568,0.029395531473849323,100,0.0029395531473849325,0.8855872665421264,0.8972526889123872,0.9355664419159995,0.019957899436862415,100,0.0019957899436862415,0.9316063616779315,0.9395265221540674,0.19954627069049946,0.029994254812604728,100,0.002999425481260473,0.19359475980556218,0.20549778157543674,0.05112351265281437,0.009355517576204703,100,0.0009355517576204702,0.049267174996257365,0.05297985030937137,0.8076216871266358,0.072112026791833,100,0.0072112026791833,0.793313096529275,0.8219302777239967,0.8370238095238095,0.046729761461938316,100,0.004672976146193832,0.8277516110401727,0.8462960080074463,0.9480825958702064,0.02544477188649832,100,0.002544477188649832,0.9430338010995625,0.9531313906408503,0.1845118354925771,0.09250255522072331,100,0.009250255522072332,0.16615732167917532,0.20286634930597888,0.8811004493826333,0.04835314701613205,100,0.004835314701613205,0.8715061359854374,0.8906947627798293,0.7992857142857143,0.05482983009471241,100,0.005482983009471241,0.7884062864530611,0.8101651421183674,0.972448377581121,0.013180276522628072,100,0.0013180276522628072,0.9698331247708415,0.9750636303914005,0.3329868763910153,0.1462111681151694,100,0.01462111681151694,0.30397540856247823,0.3619983442195524
44,48.07105033397674,10.410161076471866,100,1.0410161076471867,46.00544852630868,50.1366521416448,0.890984607507601,0.028695834873128923,100,0.0028695834873128925,0.8852907313080823,0.8966784837071197,0.9352619749964883,0.020141896949744838,100,0.0020141896949744838,0.9312653856600093,0.9392585643329674,0.19818134435672455,0.029248033779302764,100,0.0029248033779302766,0.19237789991417809,0.203984788799271,0.05077453038769362,0.008658186699004958,100,0.0008658186699004958,0.04905655830587705,0.052492502469510184,0.7998835875333542,0.07218888272775072,100,0.007218888272775071,0.7855597470509055,0.8142074280158029,0.8388095238095238,0.04613550032663734,100,0.004613550032663734,0.8296552396277204,0.8479638079913272,0.945575221238938,0.025597599884597425,100,0.0025597599884597424,0.9404961020778435,0.9506543404000325,0.1806354633686427,0.08935071328005033,100,0.008935071328005032,0.16290634337598134,0.19836458336130405,0.8838970691094287,0.04093748762272546,100,0.004093748762272547,0.8757741834197915,0.8920199547990658,0.8015476190476192,0.053375463286822494,100,0.005337546328682249,0.79095676914237,0.8121384689528683,0.973244837758112,0.010999485964577836,100,0.0010999485964577837,0.9710623011071468,0.9754273744090772,0.34053736369918014,0.1580112933230849,100,0.01580112933230849,0.3091844950238043,0.371890232374556
45,37.991971521377565,15.730894816621758,100,1.5730894816621759,34.87062070550118,41.11332233725395,0.8911884790172525,0.030370879959051807,100,0.0030370879959051808,0.8851622375323178,0.8972147205021872,0.9358178817249613,0.021058712396376744,100,0.0021058712396376743,0.9316393763134139,0.9399963871365087,0.19770060068462342,0.028937975267794395,100,0.0028937975267794395,0.1919586785775288,0.20344252279171804,0.0506224809173839,0.00859333519928157,100,0.0008593335199281569,0.04891737678007603,0.052327585054691775,0.8181096834373968,0.06448986040020697,100,0.006448986040020697,0.8053134960162436,0.8309058708585499,0.8351190476190475,0.04890562929034226,100,0.0048905629290342265,0.8254151097524577,0.8448229854856374,0.9519174041297935,0.023061963527398057,100,0.0023061963527398056,0.9473414102330004,0.9564933980265866,0.19034334787457335,0.0962057696487281,100,0.009620576964872809,0.17125403597683092,0.2094326597723158,0.8887837730273367,0.04584340597252166,100,0.004584340597252165,0.8796874467024232,0.8978800993522502,0.7991666666666667,0.05355218509594929,100,0.005355218509594929,0.7885407513204791,0.8097925820128543,0.9745132743362832,0.012334917701434576,100,0.0012334917701434577,0.9720657590563222,0.9769607896162442,0.33539855580879646,0.15852810426753217,100,0.015852810426753218,0.3039431406297468,0.3668539709878461
46,24.398705143928527,6.875786587185261,100,0.6875786587185261,23.034399913750175,25.76301037410688,0.8900465569428506,0.028492856503252957,100,0.002849285650325296,0.8843929560555632,0.895700157830138,0.9332759165613147,0.020267655454376293,100,0.0020267655454376293,0.9292543740091661,0.9372974591134633,0.19900393060905805,0.027925416686728967,100,0.0027925416686728965,0.19346292209206586,0.20454493912605023,0.050917438724416814,0.008335308281903825,100,0.0008335308281903825,0.04926353272545159,0.052571344723382034,0.8105164073263177,0.0699518624012162,100,0.00699518624012162,0.7966364402091644,0.824396374443471,0.835,0.046800932783171434,100,0.004680093278317143,0.8257136795821575,0.8442863204178425,0.9493215339233038,0.02397710866017644,100,0.002397710866017644,0.9445639553779486,0.954079112468659,0.18527745665756054,0.08102403695512778,100,0.008102403695512777,0.16920052989632767,0.20135438341879341,0.8804311573747954,0.04980110169097003,100,0.004980110169097003,0.8705495383565052,0.8903127763930856,0.7982142857142857,0.05439351064530279,100,0.005439351064530279,0.7874214331264151,0.8090071383021562,0.9720353982300886,0.014196488789542385,100,0.0014196488789542385,0.9692185068591669,0.9748522896010102,0.3451147914089859,0.1560010018351582,100,0.01560010018351582,0.3141608081784074,0.37606877463956434
47,25.086905710697174,6.957944748948813,100,0.6957944748948812,23.706298518790582,26.467512902603765,0.8912465500148876,0.02601275396187347,100,0.002601275396187347,0.886085055278028,0.8964080447517472,0.9351949009692372,0.018246242288117637,100,0.0018246242288117638,0.9315744506441536,0.9388153512943208,0.1992107112655459,0.02549745069416291,100,0.002549745069416291,0.19415146387658622,0.2042699586545056,0.051005024973428605,0.007956093305771666,100,0.0007956093305771666,0.04942636345285707,0.05258368649400014,0.8057990707659846,0.0701518814221296,100,0.00701518814221296,0.7918794155356376,0.8197187259963316,0.8376190476190476,0.04328920153101773,100,0.004328920153101773,0.829029530869199,0.8462085643688962,0.9474631268436577,0.025207717988016597,100,0.0025207717988016596,0.9424613687093945,0.952464884977921,0.17932438133142647,0.0942745318020705,100,0.00942745318020705,0.16061826892097236,0.1980304937418806,0.8803433286538099,0.04519022111543562,100,0.004519022111543562,0.8713766083754914,0.8893100489321285,0.7986904761904762,0.05218312264089301,100,0.005218312264089301,0.7883362125373989,0.8090447398435534,0.972330383480826,0.01222943345833036,100,0.001222943345833036,0.9699037985631943,0.9747569683984577,0.33045498868577133,0.14274147762182302,100,0.0142741477621823,0.3021319827265999,0.35877799464494275
48,26.13634534358978,7.368064355311184,100,0.7368064355311185,24.674361524170973,27.59832916300859,0.8918558125583457,0.026799032465935967,100,0.0026799032465935966,0.8865383031078432,0.8971733220088481,0.9353480123612867,0.01930332093451849,100,0.001930332093451849,0.9315178146992683,0.9391782100233051,0.19841123489088688,0.025770457429869213,100,0.002577045742986921,0.19329781704263863,0.20352465273913514,0.050799853849545856,0.007714714006276523,100,0.0007714714006276523,0.04926908721875635,0.05233062048033536,0.8050085074898969,0.07071718849747403,100,0.007071718849747404,0.7909766830713749,0.819040331908419,0.8405952380952381,0.04782587957950019,100,0.004782587957950019,0.8311055459966206,0.8500849301938556,0.9467256637168141,0.026162885350127108,100,0.002616288535012711,0.9415343796554007,0.9519169477782276,0.1849959121754188,0.08741661184059717,100,0.008741661184059717,0.16765055986898253,0.20234126448185508,0.8863212958916762,0.04337417414895514,100,0.004337417414895514,0.8777149187309343,0.894927673052418,0.7986904761904762,0.048926700347736954,100,0.004892670034773695,0.7889823573689593,0.8083985950119931,0.9739233038348083,0.011745055223141013,100,0.0011745055223141014,0.9715928300677008,0.9762537776019158,0.34569233349560496,0.14278298533178194,100,0.014278298533178194,0.3173610915062613,0.37402357548494863
49,26.26375353574753,7.322779086179997,100,0.7322779086179997,24.810755296195445,27.716751775299613,0.8900508462060156,0.0276541081173374,100,0.00276541081173374,0.8845636711952731,0.8955380212167581,0.934613709790701,0.019144567012184265,100,0.0019144567012184266,0.9308150123510652,0.9384124072303368,0.20110345953602543,0.02659175849290416,100,0.002659175849290416,0.19582707773861419,0.20637984133343668,0.05155199813434216,0.00833769760504568,100,0.000833769760504568,0.049897618041828844,0.05320637822685547,0.8079227341309609,0.0751655973486029,100,0.00751655973486029,0.7930082488874393,0.8228372193744826,0.8363095238095238,0.04831664945192823,100,0.004831664945192823,0.8267224523208864,0.8458965952981613,0.9478466076696165,0.02708417743151576,100,0.002708417743151576,0.9424725192716777,0.9532206960675552,0.19456452188074608,0.09059968670646074,100,0.009059968670646073,0.17658757846360829,0.21254146529788387,0.8838103888283234,0.04290608946988633,100,0.004290608946988633,0.8752968898230802,0.8923238878335666,0.7995238095238095,0.05384716064046938,100,0.005384716064046937,0.7888393646300479,0.8102082544175712,0.973244837758112,0.011621184603577346,100,0.0011621184603577345,0.9709389426093187,0.9755507329069053,0.34343917021557757,0.15102347466240787,100,0.015102347466240788,0.31347283636431444,0.3734055040668407
50,25.512801036834716,7.238953399511146,100,0.7238953399511147,24.076435632129304,26.94916644154013,0.8882141343245091,0.02805933451622244,100,0.002805933451622244,0.8826465536047768,0.8937817150442414,0.9333386009270965,0.019218708935382113,100,0.0019218708935382113,0.9295251921213775,0.9371520097328155,0.2016816428943592,0.028658845970621773,100,0.0028658845970621774,0.19599510609557802,0.20736817969314036,0.051553027305223494,0.00866751380016769,100,0.000866751380016769,0.0498332045241833,0.05327285008626369,0.80571722409788,0.07939226879487765,100,0.007939226879487764,0.7899640755411099,0.8214703726546502,0.8340476190476189,0.05067231629906228,100,0.005067231629906228,0.8239931321499441,0.8441021059452938,0.9466666666666668,0.03016639143758019,100,0.003016639143758019,0.940681000140803,0.9526523331925305,0.19930300528557082,0.10320271010902814,100,0.010320271010902814,0.17882534860077157,0.21978066197037008,0.8830259846912287,0.04332155274045132,100,0.004332155274045132,0.8744300487595639,0.8916219206228936,0.7978571428571429,0.050789704933314736,100,0.005078970493331473,0.7877793635076674,0.8079349222066184,0.9730973451327434,0.011749245289607793,100,0.0011749245289607792,0.9707660399655447,0.9754286502999421,0.34251002373488,0.1518551585173087,100,0.015185515851730872,0.3123786657632913,0.37264138170646866
51,26.22613765001297,6.461821855758531,100,0.6461821855758532,24.9439720035802,27.50830329644574,0.8897495880613749,0.02618322199060259,100,0.002618322199060259,0.8845542687692846,0.8949449073534653,0.934314510464953,0.01852195379652913,100,0.0018521953796529131,0.9306393529949956,0.9379896679349103,0.19990965874224556,0.0278057605864571,100,0.00278057605864571,0.1943923925915054,0.20542692489298572,0.05128596486600021,0.008273814816133727,100,0.0008273814816133727,0.049644260504754276,0.05292766922724615,0.8006172145657011,0.07599148279009874,100,0.007599148279009873,0.785538855732871,0.8156955733985313,0.8395238095238095,0.044204153561655586,100,0.0044204153561655584,0.8307527464410528,0.8482948726065661,0.9451622418879055,0.028495491322096052,100,0.002849549132209605,0.9395081181953969,0.9508163655804142,0.1886440134221197,0.09335803787380219,100,0.009335803787380218,0.1701197532905152,0.2071682735537242,0.8792575196886331,0.045581436557677386,100,0.0045581436557677385,0.8702131737790927,0.8883018655981735,0.8027380952380951,0.05059980032058081,100,0.005059980032058081,0.7926979970837967,0.8127781933923935,0.971858407079646,0.01276149819697749,100,0.001276149819697749,0.9693262489746378,0.9743905651846542,0.3311106846092492,0.1410355547887177,100,0.01410355547887177,0.30312617075043236,0.35909519846806603
52,132.43979034423828,598.5134360870383,100,59.85134360870383,13.681739780624767,251.1978409078518,0.8902062454180304,0.02865735729262468,100,0.002865735729262468,0.884520004005261,0.8958924868307998,0.9344737673830594,0.020126444464224152,100,0.002012644446422415,0.9304802441549518,0.9384672906111671,0.19826554261764798,0.028708635530729318,100,0.0028708635530729316,0.19256912648994906,0.2039619587453469,0.050764805704841154,0.008351206040867285,100,0.0008351206040867285,0.04910774524559318,0.05242186616408913,0.8084337217295884,0.0713518787037964,100,0.00713518787037964,0.7942759610044273,0.8225914824547494,0.8380952380952381,0.048364771773212765,100,0.004836477177321276,0.8284986180940365,0.8476918580964398,0.9480825958702064,0.02623394390216272,100,0.002623394390216272,0.9428772122504425,0.9532879794899702,0.17450734261050171,0.08785427557162882,100,0.008785427557162882,0.15707514832464467,0.19193953689635876,0.8832346985545376,0.04495025392960765,100,0.004495025392960765,0.8743155929720134,0.8921538041370618,0.7995238095238095,0.05390030524257636,100,0.005390030524257636,0.7888288195880093,0.8102187994596097,0.9729793510324484,0.01290736897704345,100,0.0012907368977043451,0.9704182489999853,0.9755404530649114,0.32777241000638746,0.13943870532203756,100,0.013943870532203756,0.3001047457256625,0.35544007428711244
53,26.64372655391693,6.549853853316799,100,0.6549853853316799,25.344093449300452,27.94335965853341,0.889400523305753,0.029479945518071333,100,0.002947994551807133,0.883551062542873,0.8952499840686331,0.9345606826801517,0.01965409099030942,100,0.001965409099030942,0.9306608846290523,0.9384604807312511,0.20180467323527435,0.03210440799468921,100,0.003210440799468921,0.19543446217890345,0.20817488429164524,0.051866332928442234,0.00993110522309453,100,0.000993110522309453,0.04989578619527698,0.05383687966160749,0.8011991540323343,0.07629513084939292,100,0.007629513084939292,0.7860605448368474,0.8163377632278213,0.8370238095238095,0.04498151967889509,100,0.004498151967889509,0.8280985001383113,0.8459491189093077,0.9457522123893806,0.02843311550922653,100,0.0028433115509226533,0.9401104654113984,0.9513939593673627,0.192074347785817,0.08594436439929412,100,0.008594436439929413,0.17502112131237704,0.20912757425925696,0.8817504473668553,0.05373417590793725,100,0.005373417590793725,0.8710884210952498,0.8924124736384608,0.7969047619047619,0.05331548608825369,100,0.005331548608825369,0.7863258127769236,0.8074837110326002,0.9725368731563422,0.01449799377410513,100,0.0014497993774105129,0.9696601566552848,0.9754135896573995,0.35435717370516756,0.1469563810089843,100,0.01469563810089843,0.3251978394709857,0.38351650793934944
54,30.983093466758728,7.943106902412558,100,0.7943106902412558,29.40700873035572,32.559178203161736,0.8927500054193892,0.027883404410857016,100,0.0027883404410857016,0.887217333049393,0.8982826777893854,0.9371007163927518,0.01887967835432802,100,0.0018879678354328019,0.9333545786096361,0.9408468541758676,0.1973402173078672,0.027585872300586498,100,0.00275858723005865,0.191866581763555,0.20281385285217937,0.050356292743177426,0.008203025975677476,100,0.0008203025975677475,0.04872863442365313,0.05198395106270172,0.8114637429131242,0.07082014919252498,100,0.007082014919252498,0.7974114888589554,0.8255159969672929,0.8398809523809524,0.04400599934321053,100,0.0044005999343210535,0.8311492073941225,0.8486126973677823,0.9492330383480827,0.024830407695440128,100,0.002483040769544013,0.9443061467616732,0.9541599299344922,0.18808870931248098,0.0795393690927106,100,0.00795393690927106,0.17230637286525646,0.2038710457597055,0.8878441973080333,0.046422578333256,100,0.0046422578333256,0.8786329506215138,0.8970554439945528,0.8004761904761906,0.04956694203394056,100,0.004956694203394056,0.790641033813986,0.8103113471383951,0.9741592920353982,0.012508982413993536,100,0.0012508982413993535,0.9716772385401039,0.9766413455306925,0.3460255849014656,0.14531174088748275,100,0.014531174088748275,0.317192582948118,0.37485858685481327
55,30.403345704078674,7.461883690659448,100,0.7461883690659448,28.922746093101406,31.883945315055943,0.889865554462644,0.028262953599784698,100,0.0028262953599784697,0.8842575712991847,0.8954735376261034,0.9346382918949291,0.020064016556365808,100,0.0020064016556365807,0.9306571557181239,0.9386194280717343,0.20195522071748578,0.03238829442866027,100,0.003238829442866027,0.19552868043365382,0.20838176100131775,0.05182103060159094,0.009679283033313349,100,0.0009679283033313349,0.049900450854200626,0.053741610348981256,0.8100865892691342,0.08480449791667616,100,0.008480449791667616,0.7932595370354298,0.8269136415028386,0.8307142857142857,0.04917433674495133,100,0.004917433674495133,0.8209570304590507,0.8404715409695208,0.9478761061946902,0.03226516724403528,100,0.003226516724403528,0.9414739970155517,0.9542782153738287,0.19883113703328692,0.10181355572137146,100,0.010181355572137146,0.17862911871692358,0.21903315534965026,0.8845568712867106,0.04335891777904945,100,0.004335891777904945,0.8759535213207474,0.8931602212526737,0.8014285714285714,0.04704074043263253,100,0.004704074043263253,0.7920946679704107,0.810762474886732,0.9734808259587021,0.011447748240611124,100,0.0011447748240611124,0.9712093443470506,0.9757523075703536,0.3278157522738795,0.13063642232471423,100,0.013063642232471423,0.30189465190674947,0.3537368526410095
